,Unnamed: 0,address,city,in_stable,latitude,longitude,name,state,uuid,zip,status
512,512,5832 Garfield Ave,Commerce,1.0,,,Rite Engineering & Manufacturer,CA,f1957833-e24b-4c94-aac7-0db50fd6d7e8,90040.0,stable
513,513,9168 De Soto Ave,Chatsworth,1.0,,,Micro Quality Calibration,CA,0a974f0b-7256-45fc-942b-c08002eba886,91311.0,stable
514,514,7100 Hayvenhurst Ave,Van Nuys,1.0,,,Green Movement Builders,CA,44b73218-dece-4fdd-afb3-f6570187d3c9,91406.0,stable
515,515,6465 Corvette St,Commerce,0.0,,,Allied Med,CA,65881b25-1eb7-4cac-bb20-2114089d491f,90040.0,edge
516,516,4801 W Jefferson Blvd,Los Angeles,1.0,,,FMK,CA,a1853742-e7d2-433d-bce5-8fdfc7738caa,90016.0,stable
517,517,4477 W 118th St,Hawthorne,1.0,,,Lmd Holdings,CA,d6918172-6820-4195-aedc-7ec950004ce3,90250.0,stable
518,518,5115 Clareton Dr,Agoura Hills,1.0,,,Avum,CA,e4aa7e15-a775-4425-9289-5f5cbb319f49,91301.0,stable
519,519,10230 Freeman Ave,Santa Fe Springs,1.0,,,California Metal & Supply,CA,23ef45d8-e6a9-4fff-9ee0-127e78bef3b7,90670.0,stable
520,520,1515 W 190th St,Gardena,0.0,,,South Bay Centre,CA,390844e3-a140-4161-b32f-0e23f7d86225,90248.0,edge
521,521,560 W Terrace Dr,San Dimas,1.0,,,Young Engineering & Manufacturer,CA,50a901c6-9842-415e-9c1d-cf8b7216f8ec,91773.0,stable
522,522,367 Van Ness Way,Torrance,1.0,,,Antcom Corporation,CA,5bf5cbeb-dd2c-4fee-b99e-c79799237d85,90501.0,stable
523,523,8101 Lankershim Blvd,North Hollywood,0.0,,,Propeller Service of California,CA,6be93ebb-3f5a-4eca-bd5c-e65101d535e3,91605.0,edge
524,524,1420 S Myrtle Ave,Monrovia,1.0,,,Burnett & Son,CA,7ba50aa7-535d-483c-ad9e-ba50a464cd78,91016.0,stable
525,525,2336 Terrebonne Ave,San Dimas,1.0,,,Stamco,CA,b6914d54-0b20-4aae-926e-d4cd245ed068,91773.0,stable
526,526,2615 Homestead Pl,Compton,1.0,,,Southwestern Industries,CA,d98dc2b0-ebd9-4936-9692-b590e1014450,90220.0,stable
527,527,17350 W Sunset Blvd,Pacific Palisades,1.0,,,Advanced Consulting Inc.,CA,fe67dc53-6628-4421-9c0c-11de9097128a,90272.0,stable
528,528,600 Wilshire Blvd,Los Angeles,1.0,,,Onni 600 Wilshire,CA,0381442f-2f49-4c75-a25a-f9935d813532,90017.0,stable
529,529,7324 Elmo St,Tujunga,1.0,,,David Kopf Instruments,CA,051e515e-9576-4c87-8d6e-3aa21f7da169,91042.0,stable
530,530,528 S Vermont Ave,Glendora,1.0,,,Oasis Medical,CA,0a4dc9e3-f786-4973-ba55-c244a92df5c6,91741.0,stable
531,531,9673 Crystal View Dr,Tujunga,1.0,,,Aslanian Aslan,CA,1c8be7af-fd44-4899-b509-a02facf2c290,91042.0,stable
532,532,3906 W 139th St,Hawthorne,1.0,33.905395676182124,{},Micro Space Products,CA,2b87a9c9-cff2-44cd-848a-fa7659fbca01,90250.0,stable
533,533,2453 Strozier Ave,South El Monte,0.0,,,American Manufacture Company,CA,43dec713-c6f0-41d9-af93-c2ee23e21845,91733.0,edge
534,534,25032 Broadwell Ave,Harbor City,1.0,,,Nemad Manufacturing Co.,CA,43f2f376-e17c-4148-a12a-fe4b91f7da53,90710.0,stable
535,535,424 E 3rd St,Long Beach,1.0,,,AA Graphics,CA,5f643f41-d5a7-4c67-b297-60a3bff73ad3,90802.0,stable
536,536,13300 Nelson Ave,City Of Industry,1.0,,,Maintex,CA,80244431-43c7-4ffa-8b16-15036972645a,91746.0,stable
537,537,15020 S Figueroa St,Gardena,1.0,,,Film Logic Customs Broker,CA,a5dc91b0-3c0b-4f90-ae87-09f11ca051b2,90248.0,stable
538,538,2985 E Harcourt St,Compton,1.0,,,Electro Mavin,CA,b912ffed-d689-45c0-a704-38bb2f15c32e,90221.0,stable
539,539,26336 Citrus St,Valencia,1.0,,,Status Not Quo,CA,b9b725bc-0ee8-4902-9b52-93cc75ece39a,91355.0,stable
540,540,14711 Oxnard St,Van Nuys,1.0,,,California Skyline Remodeling,CA,e1f644d3-e146-4d9a-9dd8-4ee7d2510925,91411.0,stable
541,541,405 Hilgard Ave,Los Angeles,0.0,,,University Of California / UCLA Bands,CA,f6b2dd01-03e6-4952-ae5b-faf3a57cec37,90095.0,edge
542,542,9631 Maplewood St,Bellflower,0.0,,,Hubcity Trucking,CA,fd07945d-f43c-4fa8-b8f4-43e3c6e1223b,90706.0,edge
543,543,5759 Uplander Way,Culver City,1.0,,,Ortho Engineering,CA,014a2397-3143-48ec-82a6-8bfbcaa28db2,90230.0,stable
544,544,7755 Alabama Ave,Canoga Park,1.0,,,Rc Industries,CA,0d6e9661-a2f6-4fc4-9453-d27605142ca9,91304.0,stable
545,545,13323 W Washington Blvd,Los Angeles,1.0,,,Arcana Academy,CA,44b0a7f8-3b97-4b4c-a906-cfe9e1dfee3f,90066.0,stable
546,546,817 S Palm Ave,Alhambra,1.0,,,Runtechmedia,CA,4e6689d6-1a77-4844-a4bf-10b45b7ec882,91803.0,stable
547,547,5250 W Century Blvd,Los Angeles,1.0,,,Airport Van Rental,CA,872f5439-5b5e-48c9-9f05-e75e5709732a,90045.0,stable
548,548,12536 Chadron Ave,Hawthorne,1.0,,,Lni Custom Manufacturing,CA,97cbcd72-bac5-4925-9044-cdeea00ebc30,90250.0,stable
549,549,11890 Davenport Rd,Santa Clarita,1.0,,,White Aero,CA,a3d0c49e-3a31-4dec-9d31-f41e4424fc44,91390.0,stable
550,550,19320 Van Ness Ave,Torrance,1.0,,,Axiom Medical,CA,17fe5e5e-a3a1-4f00-a28e-82e06fd53fe1,90501.0,stable
551,551,595 E Colorado Blvd,Pasadena,0.0,,,Sumar International,CA,29cbf6be-6012-4881-98eb-9a5242112692,91101.0,edge
552,552,1410 Livonia Ave,Los Angeles,1.0,,,Kosher Foods Unlimited Inc.,CA,41a97067-c511-4f37-a204-ad803052c9d3,90035.0,stable
553,553,926 E Avenue P8,Palmdale,1.0,,,Tejon Constructors,CA,48c48a57-c67f-450e-9f0e-9849575cf143,93550.0,stable
554,554,2435 Pine St,Pomona,1.0,,,Peacekeeper Products International,CA,493e9e99-5ab5-4c8c-bafc-97765c45f25c,91767.0,stable
555,555,Redondo Beach Blvd,Torrance,0.0,,,Six Point Technology,CA,5a86dc31-af39-4ee4-9ff3-694d5c37d657,90504.0,edge
556,556,300 E Water St,Wilmington,1.0,,,Millennium Maritime,CA,5c2d2140-2d5b-42a1-80d8-5016abedc80c,90744.0,stable
557,557,470 E Bonita Ave,Pomona,1.0,,,Silpak,CA,698e1715-e74a-401d-9650-306ac8c6f735,91767.0,stable
558,558,2667 E 28th St,Signal Hill,1.0,,,So Cal Radar & Microwave Srv,CA,73765a79-0e0d-4901-b5d8-0c409dd9c515,90755.0,stable
559,559,30 N Raymond Ave,Pasadena,1.0,,,Clipper Commodities,CA,85952eb4-a8f0-4111-8031-69cd08c07ef3,91103.0,stable
560,560,216 S Jackson St,Glendale,1.0,,,S Y Lee Associates,CA,d222cc17-1508-47b8-b912-d3354eabd2bc,91205.0,stable
561,561,1830 W 208th St,Torrance,1.0,,,Surface Engineering Technologies,CA,de167137-4d67-46c3-8fae-b831389a672d,90501.0,stable
562,562,2509 N Naomi St,Burbank,1.0,34.19774749005942,{},Ver Sales,CA,0b6b7df7-fc6a-4d5e-8729-22303a94e134,91504.0,stable
563,563,457 W Allen Ave,San Dimas,1.0,,,P J Hilton & Associates,CA,117b81bc-b998-4d4d-a0d0-8a45bd69df34,91773.0,stable
564,564,409 N Pacific Coast Hwy,Redondo Beach,1.0,,,The Stergion Group,CA,17b8c2e6-df7a-44c8-b9a7-09904c486b76,90277.0,stable
565,565,9555 Owensmouth Ave,Chatsworth,1.0,,,Ripa Engineering Co.,CA,1ad6b893-40a6-4976-8ac9-8e3ccd973a51,91311.0,stable
566,566,1318 1st St,San Fernando,0.0,,,Casco Schroeder Co.,CA,27cb15dc-2082-493c-8a6c-234e9ac617d7,91340.0,edge
567,567,39360 3rd St E,Palmdale,1.0,,,Rb Machining,CA,2acea2c4-fa3d-4bea-a352-4c6f55bb4c14,93550.0,stable
568,568,22889 Lockness Ave,Torrance,1.0,,,Kenny Products,CA,cd2c8cd5-1694-42df-a3c5-a5ca430b7fc2,90501.0,stable
569,569,302 W 5th St,San Pedro,1.0,,,Cky,CA,fb7c6861-679f-4599-8bab-c40a0688c543,90731.0,stable
570,570,398 W Washington Blvd,Pasadena,1.0,,,Ecliptic Enterprises Corporation,CA,01334f86-a402-4961-888b-ba1be807563a,91103.0,stable
571,571,29033 Avenue Sherman,Valencia,0.0,,,Intelligent Fire Systems & Solutions,CA,1c20a8f1-97a6-452e-a0b2-e392bb657e86,91355.0,edge
572,572,1502 E Opp St,Wilmington,1.0,,,American Integrated Service,CA,38fb7971-b93a-44f8-a5c1-4d2b3b708743,90744.0,stable
573,573,1800 Century Park E,Los Angeles,1.0,,,World Language Communications,CA,96be3e18-4602-43eb-a7d1-692f785a7e11,90067.0,stable
574,574,20435 S Susana Rd,Carson,1.0,,,Backflow Apparatus & Valve Co.,CA,a2763c2d-bda8-4582-b9a2-62c439b0d32f,90810.0,stable
575,575,14037 Vanowen St,Van Nuys,1.0,,,Private Label Enterprises,CA,acd4be8d-bd04-48a7-b54d-7d6a3f90a61b,91405.0,stable
576,576,28159 Avenue Stanford,Santa Clarita,1.0,,,Moore & Associates,CA,ae796da7-78a0-4466-bd0c-bf90ba27187d,91355.0,stable
577,577,2333 Scout Way,Los Angeles,1.0,,,Boys Scout America Los Angeles Scout Shop,CA,e316c7f1-88d4-47fb-8753-4f16ca3d2e70,90026.0,stable
578,578,4689 Eagle Rock Blvd,Los Angeles,1.0,,,OCA Electrical,CA,f22dbd7e-dd6e-4a98-81e2-7841f4031f6e,90041.0,stable
579,579,1734 Aeros Way,Montebello,1.0,,,Aeros Aeronautical Systems Corporation,CA,fea732a4-c6be-420a-9330-dfdd3726f4e4,90640.0,stable
580,580,3235 N San Fernando Rd,Los Angeles,1.0,,,AMG Employee Management,CA,0079a6d7-4168-4a1f-830b-7c3c73570d9a,90065.0,stable
581,581,3527 Beverly Glen Ter,Sherman Oaks,1.0,,,Perceptronics Solutions,CA,0a77d830-9f83-4147-90fd-e101dca048d3,91423.0,stable
582,582,8546 Sepulveda Blvd,North Hills,1.0,,,Pacific Pond and Aquarium,CA,402ebb8a-4106-48cf-bed4-48ff40663ae4,91343.0,stable
583,583,6121 Telegraph Rd,Commerce,0.0,,,Crowne Plaza,CA,ba662387-4690-464b-88a3-1d51f90617ec,90040.0,edge
584,584,2409 San Mateo Ct,Claremont,1.0,,,Ite Software,CA,c3ffa06d-8f4e-4c55-9f59-136fab0bda1f,91711.0,stable
585,585,3333 Wilshire Blvd,Los Angeles,1.0,,,MCS Rehabilitation,CA,282401e7-9554-4f6b-aae8-4405e2b2dd4b,90010.0,stable
586,586,1475 E El Segundo Blvd,El Segundo,1.0,,,Internatl Plastic Cards,CA,29f10362-f0b4-48c2-8d82-d634e98ba653,90245.0,stable
587,587,2 N Lake Ave,Pasadena,1.0,,,Art & Logic,CA,3662a98c-e434-4e0f-a117-aea64ea51836,91101.0,stable
588,588,16821 Knott Ave,La Mirada,1.0,,,Ln Curtis & Sons,CA,3e117567-2e90-4e05-8369-bcbc567f4bf9,90638.0,stable
589,589,5915 Kester Ave,Sherman Oaks,0.0,,,Gpe Holdings,CA,b47fdfaf-4e6f-48be-b27c-089178676f5a,91411.0,edge
590,590,6163 N Muscatel Ave,San Gabriel,1.0,,,Brenda Sue Lim,CA,c900c9e8-6b5b-4b2f-9f63-b3bc2599ab0f,91775.0,stable
591,591,8205 Somerset Blvd,Paramount,1.0,,,Harry H Joh Construction,CA,cc280d99-9d14-43ab-88b1-f80cde2a6478,90723.0,stable
592,592,28744 Witherspoon Pkwy,Valencia,1.0,,,M W Sausse Co.,CA,00bd3679-f587-48c1-bca2-b0d2a091b188,91355.0,stable
593,593,8710 Telfair Ave,Sun Valley,1.0,,,Accurate Engineering,CA,02699d4e-adca-44fa-874d-e6675e599aba,91352.0,stable
594,594,2307 E Artesia Blvd,Long Beach,1.0,,,Hawk Importers,CA,0284742d-5689-4c84-897c-671eb59d8a31,90805.0,stable
595,595,7615 Baldwin Pl,Whittier,1.0,,,Wilcox B L & Associates,CA,13f180a7-98f4-4637-b9de-705ce3be2fe6,90602.0,stable
596,596,11400 W Olympic Blvd,Los Angeles,1.0,,,City News Service,CA,2dbd675c-8dc9-4936-bc59-ca40f430facf,90064.0,stable
597,597,467 S Rodeo Dr,Beverly Hills,0.0,,,Evolve Tours USA,CA,3baa0071-5d2a-468c-bbe4-e7f34f138d4d,90212.0,edge
598,598,411 N Aerojet Dr,Azusa,1.0,,,Mortech Manufacturing,CA,630b21d1-6122-489f-8a8e-7cbc8ae95834,91702.0,stable
599,599,15001 S San Pedro St,Gardena,1.0,,,South Bay Document Destruction,CA,8f1ee8d3-34d1-4a76-8411-32c8b3973089,90248.0,stable
600,600,8929 Fullbright Ave,Chatsworth,1.0,34.23299249503756,{},Sensor Systems,CA,06eff0d9-7962-4be4-a1f5-e2870c9e838f,91311.0,stable
601,601,547 W 140th St,Gardena,0.0,,,"Colich & Sons, LP",CA,12735c00-5891-4304-b786-8529c5b69d38,90248.0,edge
602,602,13731 Saticoy St,Panorama City,1.0,,,Lavi Systems,CA,1e9b0718-518f-4dcd-9d01-6f7da4f80bf1,91402.0,stable
603,603,547 W 140th St,Gardena,1.0,,,Colich and Sons,CA,3a6f122a-d50c-48d7-8b64-30e00fb3afc0,90248.0,stable
604,604,27201 Tourney Rd,Valencia,1.0,,,Hydrogenics USA,CA,4d032185-d496-487e-8bbd-af3c98456266,91355.0,stable
605,605,6201 W Imperial Hwy,Los Angeles,1.0,,,Signature Flight Support LAX,CA,4d819ca5-e8a2-45c0-8c81-a2877bda8414,90045.0,stable
606,606,15342 Hawthorne Blvd,Lawndale,1.0,,,Monster Technology,CA,6c2617b0-81e7-49b4-b26b-3278e555854c,90260.0,stable
607,607,2500 Mira Mar Ave,Long Beach,1.0,,,Ixys Long Beach,CA,90f5d67c-9f27-40c2-b5d3-c68ee652b169,90815.0,stable
608,608,7024 Marcelle St,Paramount,1.0,,,Strong Builders,CA,d48c2004-c0f8-4dda-9f6d-1fcfa1d1dfb6,90723.0,stable
609,609,14824 Marquardt Ave,Santa Fe Springs,1.0,,,Kerco,CA,d90ccd09-7026-4f10-9b03-8bf246b32065,90670.0,stable
610,610,1260 S La Cienega Blvd,Los Angeles,1.0,,,E. Avico,CA,e08b891a-9000-480a-8b66-c9fe5d048a25,90035.0,stable
611,611,4274 Petaluma Ave,Lakewood,1.0,,,Aroz David A Plumbing,CA,18e0000a-35d9-4c3c-96fb-23d83f37e558,90713.0,stable
612,612,27810 Avenue Hopkins,Valencia,1.0,,,Lavi Industries,CA,1da403cc-5537-4bfb-84b6-d09f0c41fb3c,91355.0,stable
613,613,717 Junipero Serra Dr,San Gabriel,1.0,,,Lemon Tree Washhouse Services,CA,302a256a-6376-4fc1-b43e-50ce409323f2,91776.0,stable
614,614,530 W Avenue L,Lancaster,1.0,,,Stevens Construction,CA,5fa3fdd3-3f90-43d1-89c7-e4c3908a3352,93534.0,stable
615,615,177 Atlantic St,Pomona,1.0,,,ESP Aerospace Fasteners,CA,85cf2601-4605-4ddb-81ba-d2377ab4f602,91768.0,stable
616,616,1990 E Grand Ave,El Segundo,1.0,,,Stamps.com,CA,d953cfe1-dc54-4962-9a33-2c9933b6ac65,90245.0,stable
617,617,13649 Pumice St,Santa Fe Springs,1.0,,,Twist Tite Manufacturer,CA,0b59cd39-4b9a-4edb-ac17-6ff920d711d5,90670.0,stable
618,618,133 N Altadena Dr,Pasadena,1.0,,,Neumedicenes,CA,171a72cd-4bca-437f-a2b0-6098555965a0,91107.0,stable
619,619,821 Traction Ave,Los Angeles,1.0,,,John Friedman Alice Kimm Architects,CA,3bb966ed-e47d-405e-aeae-4978dc972eea,90013.0,stable
620,620,24927 Avenue Tibbitts,Valencia,1.0,,,Franmar Manufacturer,CA,5aa0a773-c089-46bf-90a1-195587d15d2f,91355.0,stable
621,621,11522 Burbank Blvd,North Hollywood,1.0,,,Bent Up Cycles,CA,7e1c8d30-1e18-012f-0643-0030487f54d8,91601.0,stable
622,622,3810 Grayburn Ave,Los Angeles,1.0,,,Performigence Corporation,CA,9393baf9-33e0-4bd6-8e58-06615fbd909a,90008.0,stable
623,623,3053 Rancho Vista Blvd,Palmdale,1.0,,,Kcm Electric,CA,9f7ada9a-3be6-4c07-b55b-e8a6e012750a,93551.0,stable
624,624,220 S Kenwood St,Glendale,1.0,,,Harmin Services No. 1,CA,f5ae4f40-36b0-4335-9e43-faa10eb504f9,91205.0,stable
625,625,1444 E Burnett St,Signal Hill,1.0,,,Mesa Environmental Services,CA,1fd5c565-8a2f-45a6-a313-576c3f041157,90755.0,stable
626,626,21032 Devonshire St,Chatsworth,1.0,,,American Classic Construction,CA,3b05829f-edb1-48c5-9384-29ba5c30defd,91311.0,stable
627,627,888 Montebello Blvd,Rosemead,1.0,,,DoubleTree,CA,571acd7f-6ab3-4f7b-ab9d-fbcf6bb8e3a2,91770.0,stable
628,628,5255 W 102nd St,Los Angeles,1.0,,,Premiere Party Rents,CA,71bff6fe-2202-446f-9bc6-60f293fa3593,90045.0,stable
629,629,13730 Desmond St,Pacoima,1.0,,,American Etching & Manufacturer,CA,7a8f0736-9358-47d0-84fe-c2954a1d8163,91331.0,stable
630,630,2501 Cherry Ave,Signal Hill,0.0,,,Physics Therapy,CA,f67ef168-d672-45c8-96e1-d168845c99c6,90755.0,edge
631,631,19720 Ventura Blvd,Woodland Hills,0.0,,,Allstate Building & Office Maintenance,CA,fcecce3e-668a-4cb8-baa0-51830f6ea307,91364.0,edge
632,632,5950 Canoga Ave,Woodland Hills,1.0,,,Final Data,CA,ffb8447a-8af3-4f26-bdbf-198faf3b81b4,91367.0,stable
633,633,1431 W 2nd St,Pomona,1.0,,,Gould Bass,CA,0a0ada94-14f7-49c4-8995-3efde795b6c5,91766.0,stable
634,634,8015 Paramount Blvd,Pico Rivera,1.0,,,Technolube Products Co.,CA,0c5acfd0-11f1-4766-a57c-c493ded72bd4,90660.0,stable
635,635,461 E Front St,Covina,1.0,,,Topper Plastics,CA,2adfeaea-6a3f-4ddf-8f0f-c6551b1f06b0,91723.0,stable
636,636,13949 Ventura Blvd,Los Angeles,1.0,34.14938879467699,{},L S Capital,CA,2b86d2b6-c91a-435d-aeeb-6099a527cf3d,91423.0,stable
637,637,1507 Railroad St,Glendale,1.0,,,Dura Brand,CA,4c1b9941-b2c0-4351-8bb6-25cab2f5bdfc,91204.0,stable
638,638,4506 Manning Rd,Pico Rivera,1.0,,,Dodge Wasmund Manufacturer,CA,54ae929a-348c-46c3-92bb-9fbb15b8a534,90660.0,stable
639,639,11612 Washington Blvd,Whittier,0.0,,,Ipanel Systems,CA,62e3c57e-887b-4abe-a421-8883fa8e7d6f,90606.0,edge
640,640,3605 Long Beach Blvd,Long Beach,0.0,,,Sca La Environmental,CA,7d1e4152-1ec4-45b9-b66e-1bec9ff2db88,90807.0,edge
641,641,1525 Artesia Blvd,Manhattan Beach,1.0,,,In The Wee Hours,CA,a3ef6bd5-ebe1-4a9c-a7ff-1bad8de53160,90266.0,stable
642,642,23011 W 139TH Pl,Gardena,1.0,,,Century Precision Engineering,CA,ae3b7d1c-0d26-4f44-a44d-74c16ea6cf43,90249.0,stable
643,643,8695 Washington Blvd,Culver City,1.0,,,Baru Advertising,CA,c7b0ea6a-47d4-4bb1-8edf-9ffcd3a08677,90232.0,stable
644,644,2000 Riverside Dr,Los Angeles,1.0,,,LA Business Connect,CA,ec874449-a097-4285-967d-761ea2b68c08,90039.0,stable
645,645,1196 N Park Ave,Pomona,0.0,,,Ics Intelesys,CA,047f5e14-88c6-4ea5-adc9-304b2580d008,91768.0,edge
646,646,9700 Topanga Canyon Pl,Chatsworth,1.0,,,United Pan-American,CA,0e3740bc-ec0d-4e78-ad7c-c6ef06fc08e3,91311.0,stable
647,647,2511 Seaman Ave,South El Monte,1.0,,,Roselm Industries,CA,20b45ff8-0ed9-488b-8004-c25a50aea686,91733.0,stable
648,648,5715 Camerford Ave,Los Angeles,1.0,,,Oliver C Bambao,CA,2804a4c1-1cea-4bde-972d-ad55adab30f5,90038.0,stable
649,649,13826 Prairie Ave,Hawthorne,1.0,,,System Technical Support Corporation,CA,2d52b570-ffef-4bb0-a6bc-ce3d5adadfc0,90250.0,stable
650,650,1880 Century Park E,Los Angeles,1.0,,,Millman Grand Children's Trust,CA,316b59cf-5047-434d-9e94-e66e82c0e053,90067.0,stable
651,651,6345 Balboa Blvd,Encino,1.0,,,Sonultra,CA,32c22f26-1081-4b6d-ad93-2e2257b60679,91316.0,stable
652,652,5780 Smithway St,Commerce,1.0,34.00572813432765,-118.148454158364,Uninex International,CA,334854a2-2eff-4fdf-b310-5aa4cc6420db,90040.0,stable
653,653,1234 Francisco St,Torrance,1.0,,,Pulse Instruments,CA,7fe06633-b2f3-42b7-904e-10a63d8b4f6f,90502.0,stable
654,654,19440 S Dominguez Hills Dr,Rancho Dominguez,0.0,,,Calpipe Industries,CA,93d09a4e-0602-41c1-81d3-3c0c514ae35a,90220.0,edge
655,655,2840 N Ontario St,Burbank,1.0,,,Velocity Aerospace Burbank,CA,9aa3bd53-05ac-4d0d-b46b-e9a5f531c58a,91504.0,stable
656,656,3101 N San Fernando Blvd,Burbank,1.0,,,Unifactor,CA,a8fa219d-f657-4e5a-907c-24d580a913cc,91504.0,stable
657,657,11180 Penrose St,Sun Valley,1.0,,,Tec Equipment,CA,cd08308f-b6e9-40fd-acfa-d756558aea2a,91352.0,stable
658,658,5807 Topanga Canyon Blvd,Woodland Hills,1.0,,,"More-Yossef, Karmon",CA,0358a7f6-646f-4725-bf47-06a7f5b057b5,91367.0,stable
659,659,2031 Dracena Dr,Los Angeles,0.0,,,Maven Innovative Consultancy,CA,24c8f208-87f9-4295-9dcb-7a017fe1234e,90027.0,edge
660,660,10012 Norwalk Blvd,Santa Fe Springs,0.0,,,Tech/Knowledge,CA,25834f46-8ab0-4d17-bc29-999e745e6339,90670.0,edge
661,661,302 W 5th St,San Pedro,1.0,,,Iem,CA,58c09bd4-5118-4551-bbc3-d177a2b8cb05,90731.0,stable
662,662,3000 Durfee Ave,El Monte,1.0,,,Condor,CA,6c35f5c1-ed9c-4fbf-81ba-7842f329c256,91732.0,stable
663,663,10444 McVine Ave,Sunland,1.0,,,Parasol Aviation,CA,915146be-db20-44b8-8102-1b001d36dbbe,91040.0,stable
664,664,21123 Nordhoff St,Chatsworth,1.0,,,Align Aerospace,CA,958d110d-dc07-4ab1-b23b-4fc9aa74d386,91311.0,stable
665,665,555 W 5th St,Los Angeles,1.0,,,Williams & Associates,CA,97e587a6-53b8-4f34-950d-011c5a34dfc5,90013.0,stable
666,666,13444 Wyandotte St,North Hollywood,1.0,,,Fortech Solutions,CA,a2020477-b263-4742-a335-8dc980eb984c,91605.0,stable
667,667,22536 La Quilla Dr,Chatsworth,0.0,,,Hi-Power Cycles,CA,b2e085d9-bea6-43fd-9834-a8aabb678328,91311.0,edge
668,668,806 Georgina Ave,Santa Monica,1.0,,,Common Pool,CA,cbcd92ff-ae99-4449-9b84-2d68326fca61,90402.0,stable
669,669,20650 Bahama St,Chatsworth,1.0,,,Precision Measurements,CA,da3bb5d4-f090-4eed-abaa-280f0a476d94,91311.0,stable
670,670,608 W Manchester Blvd,Inglewood,1.0,,,3 Kings Associates,CA,f072e748-1982-4a9e-980e-5d73adff48b9,90301.0,stable
671,671,462 Borrego Ct,San Dimas,1.0,,,Rci Technologies,CA,f9e3f7e6-443b-40bf-95ed-7d23a1cb0006,91773.0,stable
672,672,341 Hill St,Monrovia,1.0,,,The Mjo Hope Foundation,CA,090076be-2f78-445c-b4d6-7d08d799b13e,91016.0,stable
673,673,8533 Canoga Ave,Canoga Park,0.0,,,Big John Toilet Seat,CA,1159069d-189b-4efa-9152-3e25cf9d7603,91304.0,edge
674,674,5510 W 102nd St,Los Angeles,1.0,,,Able Freight Services,CA,1e5dd60e-1cc4-4df4-8e5a-f1c217c2a617,90045.0,stable
675,675,2100 E Route 66,Glendora,1.0,,,PBS Engineers,CA,7fa2624b-f788-49f5-88c0-351c2accaae0,91740.0,stable
676,676,1960 E Grand Ave,El Segundo,1.0,,,Hughes Desgin Group,CA,9ba7113a-f942-4bfd-a65f-fc6162449098,90245.0,stable
677,677,9075 Telegraph Rd,Pico Rivera,1.0,,,Stephen Doreck Equipment Rentals,CA,9d7ef49a-07c2-4e86-aa15-bd1103dc05d6,90660.0,stable
678,678,5711 W Slauson Ave,Culver City,1.0,,,Fast Track Construction Coporation,CA,aace674c-4bd8-40b8-a8c2-7ae81a531d61,90230.0,stable
679,679,2744 W Temple St,Los Angeles,1.0,,,Air Control,CA,cbb32901-bb60-4091-bf17-b24104625b27,90026.0,stable
680,680,8217 Washington Ave,Whittier,1.0,,,"Rinaldi, Robert M",CA,d657fde4-2460-431a-9be9-3b512dbf0580,90602.0,stable
681,681,1960 E Grand Ave,El Segundo,1.0,,,Columbus Technologies & Service,CA,dba3e228-8c85-476b-98e8-85bcb3cdd3a2,90245.0,stable
682,682,20525 Nordhoff St,Chatsworth,1.0,,,"Bekins Moving Solutions, , Bekins Agent",CA,deb3dab9-daba-4da2-a564-86a9b231f37b,91311.0,stable
683,683,7100 Hayvenhurst Ave,Van Nuys,0.0,,,Securities America,CA,e356f3cc-04d5-4945-9f31-8231798e7f02,91406.0,edge
684,684,433 N Camden Dr,Beverly Hills,0.0,,,Realting Services Group,CA,11a3a6ff-6c29-42b1-a564-8daeccec5fe4,90210.0,edge
685,685,357 Van Ness Way,Torrance,1.0,,,Systems Engineering Associates,CA,19856802-6b83-44b4-a7a0-064ce672ada6,90501.0,stable
686,686,26751 Oak Ave,Canyon Country,1.0,,,3-R Sales,CA,1b0a00c2-5d0a-4d84-86fe-9801d44e8d97,91351.0,stable
687,687,1911 Walker Ave,Monrovia,1.0,,,Staar Surgical,CA,204c897d-0608-4861-845f-36a91a487fc9,91016.0,stable
688,688,1401 Fairplex Dr,La Verne,1.0,,,Howard Aviation,CA,2108c8e6-598e-4a3c-a8d5-8dec1bc8c8d7,91750.0,stable
689,689,28887 Industry Dr,Valencia,1.0,,,Aviation Certified Prod Inc.,CA,5f82d58b-e9fe-4e68-b7e5-0cd8e23ee624,91355.0,stable
690,690,2118 Wilshire Blvd,Santa Monica,1.0,,,Bgp,CA,b8bdeeeb-4424-4845-9c60-3c1ca9db4b9a,90403.0,stable
691,691,18120 Rowland St,City Of Industry,1.0,,,Blossom Footwear,CA,df092e9a-b8e3-422f-86ce-8be0773f519d,91748.0,stable
692,692,2531 W 237th St,Torrance,1.0,,,Troy Technologies,CA,0de001d8-4f49-4a60-bfa7-0d7b37bc99c3,90505.0,stable
693,693,2218 Main St,Santa Monica,1.0,,,Organic To Green,CA,0fee4833-8a6b-4152-ae55-0ec4dca8da0f,90405.0,stable
694,694,854 W Front St,Covina,1.0,,,Payne Magnetics,CA,121c5529-27e0-4353-88f4-d9c5f903496f,91722.0,stable
695,695,"Santa Fe Springs, CA",Santa Fe Springs,0.0,,,Consumers Pipe & Supply Co.,CA,2c4e7210-5d77-41c9-8791-04d43723199a,90670.0,edge
